Unique.ID,start.year,Date,Ration,Tank,Strain,Treatment,FishNumber,PitTag Number,Length.mm,Weight.g
20060107,2006,7/21/06,High,1,Coleman,1,7,9101950913,58,2.6
20060108,2006,7/21/06,High,1,Coleman,1,8,9102032550,56,2.1
20060109,2006,7/21/06,High,1,Coleman,1,9,9101864831,57,2.6
20060110,2006,7/21/06,High,1,Coleman,1,10,9101921345,61,3
20060111,2006,7/21/06,High,1,Coleman,1,11,9102033086,54,1.9
20060112,2006,7/21/06,High,1,Coleman,1,12,9102047854,70,4.3
20060113,2006,7/21/06,High,1,Coleman,1,13,9105249269,46,1.2
20060114,2006,7/21/06,High,1,Coleman,1,14,9102131003,55,2.2
20060115,2006,7/21/06,High,1,Coleman,1,15,9102124750,75,5.4
20060116,2006,7/21/06,High,1,Coleman,1,16,9102060013,55,2.1
20060117,2006,7/21/06,High,1,Coleman,1,17,9105280591,60,2.9
20060118,2006,7/21/06,High,1,Coleman,1,18,9105256468,,
20060119,2006,7/21/06,High,1,Coleman,1,19,9101869599,62,2.9
20060120,2006,7/21/06,High,1,Coleman,1,20,9102057617,69,4.6
20060101,2006,8/16/06,High,1,Coleman,1,1,9105231033,54,1.6
20060102,2006,8/16/06,High,1,Coleman,1,2,9105224866,48,1.1
20060103,2006,8/16/06,High,1,Coleman,1,3,9105262790,59,2.7
20060104,2006,8/16/06,High,1,Coleman,1,4,9105261043,53,1.7
20060105,2006,8/16/06,High,1,Coleman,1,5,9101917143,71,3.9
20060106,2006,8/16/06,High,1,Coleman,1,6,9105256617,61,3.1
20060107,2006,8/16/06,High,1,Coleman,1,7,9101950913,71,4.6
20060108,2006,8/16/06,High,1,Coleman,1,8,9102032550,70,4.6
20060109,2006,8/16/06,High,1,Coleman,1,9,9101864831,73,5.4
20060110,2006,8/16/06,High,1,Coleman,1,10,9101921345,79,6.5
20060111,2006,8/16/06,High,1,Coleman,1,11,9102033086,67,3.8
20060112,2006,8/16/06,High,1,Coleman,1,12,9102047854,92,9.5
20060113,2006,8/16/06,High,1,Coleman,1,13,9105249269,57,2.5
20060114,2006,8/16/06,High,1,Coleman,1,14,9102131003,69,4.5
20060115,2006,8/16/06,High,1,Coleman,1,15,9102124750,100,13.1
20060116,2006,8/16/06,High,1,Coleman,1,16,9102060013,71,5.2
20060117,2006,8/16/06,High,1,Coleman,1,17,9105280591,81,7.5
20060118,2006,8/16/06,High,1,Coleman,1,18,9105256468,61,2.8
20060119,2006,8/16/06,High,1,Coleman,1,19,9101869599,78,5.9
20060120,2006,8/16/06,High,1,Coleman,1,20,9102057617,80,6.5
20060101,2006,8/30/06,High,1,Coleman,1,1,9105231033,61,3
20060102,2006,8/30/06,High,1,Coleman,1,2,9105224866,53,1.8
20060103,2006,8/30/06,High,1,Coleman,1,3,9105262790,69,4.5
20060104,2006,8/30/06,High,1,Coleman,1,4,9105261043,58,2.3
20060105,2006,8/30/06,High,1,Coleman,1,5,9101917143,82,6.7
20060106,2006,8/30/06,High,1,Coleman,1,6,9105256617,72,5.4
20060107,2006,8/30/06,High,1,Coleman,1,7,9101950913,77,5.8
20060108,2006,8/30/06,High,1,Coleman,1,8,9102032550,81,7.5
20060109,2006,8/30/06,High,1,Coleman,1,9,9101864831,86,8.7
20060110,2006,8/30/06,High,1,Coleman,1,10,9101921345,92,10.6
20060111,2006,8/30/06,High,1,Coleman,1,11,9102033086,76,6.2
20060112,2006,8/30/06,High,1,Coleman,1,12,9102047854,111,16.6
20060113,2006,8/30/06,High,1,Coleman,1,13,9105249269,68,4.4
20060114,2006,8/30/06,High,1,Coleman,1,14,9102131003,77,6.4
20060115,2006,8/30/06,High,1,Coleman,1,15,9102124750,117,21
20060116,2006,8/30/06,High,1,Coleman,1,16,9102060013,82,8.2
20060117,2006,8/30/06,High,1,Coleman,1,17,9105280591,98,13.8
20060118,2006,8/30/06,High,1,Coleman,1,18,9105256468,75,5.6
20060119,2006,8/30/06,High,1,Coleman,1,19,9101869599,88,8.5
20060120,2006,8/30/06,High,1,Coleman,1,20,9102057617,94,11.1
20060101,2006,9/12/06,High,1,Coleman,1,1,9105231033,75,6
20060102,2006,9/12/06,High,1,Coleman,1,2,9105224866,62,3.2
20060103,2006,9/12/06,High,1,Coleman,1,3,9105262790,75,6.1
20060104,2006,9/12/06,High,1,Coleman,1,4,9105261043,65,3.6
20060105,2006,9/12/06,High,1,Coleman,1,5,9101917143,95,10.8
20060106,2006,9/12/06,High,1,Coleman,1,6,9105256617,83,8.4
20060107,2006,9/12/06,High,1,Coleman,1,7,9101950913,94,8.1
20060108,2006,9/12/06,High,1,Coleman,1,8,9102032550,96,12.6
20060109,2006,9/12/06,High,1,Coleman,1,9,9101864831,100,14.3
20060110,2006,9/12/06,High,1,Coleman,1,10,9101921345,106,17
20060111,2006,9/12/06,High,1,Coleman,1,11,9102033086,89,9.7
20060112,2006,9/12/06,High,1,Coleman,1,12,9102047854,130,27.4
20060113,2006,9/12/06,High,1,Coleman,1,13,9105249269,77,6.3
20060114,2006,9/12/06,High,1,Coleman,1,14,9102131003,88,10
20060115,2006,9/12/06,High,1,Coleman,1,15,9102124750,132,30.9
20060116,2006,9/12/06,High,1,Coleman,1,16,9102060013,92,12.1
20060117,2006,9/12/06,High,1,Coleman,1,17,9105280591,116,22.1
20060118,2006,9/12/06,High,1,Coleman,1,18,9105256468,90,9.8
20060119,2006,9/12/06,High,1,Coleman,1,19,9101869599,95,11.6
20060120,2006,9/12/06,High,1,Coleman,1,20,9102057617,112,19.9
20060101,2006,10/9/06,High,1,Coleman,1,1,9105231033,95,11.8
20060102,2006,10/9/06,High,1,Coleman,1,2,9105224866,83,8
20060103,2006,10/9/06,High,1,Coleman,1,3,9105262790,92,10.9
20060104,2006,10/9/06,High,1,Coleman,1,4,9105261043,77,6.7
20060105,2006,10/9/06,High,1,Coleman,1,5,9101917143,114,16.9
20060106,2006,10/9/06,High,1,Coleman,1,6,9105256617,104,16.6
20060107,2006,10/9/06,High,1,Coleman,1,7,9101950913,100,13.5
20060108,2006,10/9/06,High,1,Coleman,1,8,9102032550,123,24.9
20060109,2006,10/9/06,High,1,Coleman,1,9,9101864831,124,27.5
20060110,2006,10/9/06,High,1,Coleman,1,10,9101921345,129,30.4
20060111,2006,10/9/06,High,1,Coleman,1,11,9102033086,109,17.6
20060112,2006,10/9/06,High,1,Coleman,1,12,9102047854,159,47
20060113,2006,10/9/06,High,1,Coleman,1,13,9105249269,98,12.9
20060114,2006,10/9/06,High,1,Coleman,1,14,9102131003,107,17.4
20060115,2006,10/9/06,High,1,Coleman,1,15,9102124750,159,50.7
20060116,2006,10/9/06,High,1,Coleman,1,16,9102060013,113,21.1
20060117,2006,10/9/06,High,1,Coleman,1,17,9105280591,142,40.3
20060118,2006,10/9/06,High,1,Coleman,1,18,9105256468,113,20.3
20060119,2006,10/9/06,High,1,Coleman,1,19,9101869599,111,18.3
20060120,2006,10/9/06,High,1,Coleman,1,20,9102057617,143,39.1
20060101,2006,11/6/06,Low,1,Coleman,1,1,9105231033,117,21.6
20060102,2006,11/6/06,Low,1,Coleman,1,2,9105224866,101,13.6
20060103,2006,11/6/06,Low,1,Coleman,1,3,9105262790,106,16.1
20060104,2006,11/6/06,Low,1,Coleman,1,4,9105261043,92,10.5
20060105,2006,11/6/06,Low,1,Coleman,1,5,9101917143,124,20.9
20060106,2006,11/6/06,Low,1,Coleman,1,6,9105256617,122,23.8
20060107,2006,11/6/06,Low,1,Coleman,1,7,9101950913,117,19.7
20060108,2006,11/6/06,Low,1,Coleman,1,8,9102032550,144,36.8
20060109,2006,11/6/06,Low,1,Coleman,1,9,9101864831,141,39.2
20060110,2006,11/6/06,Low,1,Coleman,1,10,9101921345,149,43.2
20060111,2006,11/6/06,Low,1,Coleman,1,11,9102033086,125,24.4
20060112,2006,11/6/06,Low,1,Coleman,1,12,9102047854,175,63.6
20060113,2006,11/6/06,Low,1,Coleman,1,13,9105249269,117,21.4
20060114,2006,11/6/06,Low,1,Coleman,1,14,9102131003,124,26.4
20060115,2006,11/6/06,Low,1,Coleman,1,15,9102124750,178,68.8
20060116,2006,11/6/06,Low,1,Coleman,1,16,9102060013,133,32
20060117,2006,11/6/06,Low,1,Coleman,1,17,9105280591,159,53.6
20060118,2006,11/6/06,Low,1,Coleman,1,18,9105256468,136,32.5
20060119,2006,11/6/06,Low,1,Coleman,1,19,9101869599,126,25.4
20060120,2006,11/6/06,Low,1,Coleman,1,20,9102057617,160,52.2
20060101,2006,12/4/06,High,1,Coleman,1,1,9105231033,138,36.5
20060102,2006,12/4/06,High,1,Coleman,1,2,9105224866,115,19.6
20060103,2006,12/4/06,High,1,Coleman,1,3,9105262790,121,21.8
20060104,2006,12/4/06,High,1,Coleman,1,4,9105261043,108,17.5
20060105,2006,12/4/06,High,1,Coleman,1,5,9101917143,139,29.1
20060106,2006,12/4/06,High,1,Coleman,1,6,9105256617,133,30.1
20060107,2006,12/4/06,High,1,Coleman,1,7,9101950913,131,26.2
20060108,2006,12/4/06,High,1,Coleman,1,8,9102032550,169,63.9
20060109,2006,12/4/06,High,1,Coleman,1,9,9101864831,161,58
20060110,2006,12/4/06,High,1,Coleman,1,10,9101921345,170,66.8
20060111,2006,12/4/06,High,1,Coleman,1,11,9102033086,133,29.5
20060112,2006,12/4/06,High,1,Coleman,1,12,9102047854,198,91.3
20060113,2006,12/4/06,High,1,Coleman,1,13,9105249269,136,33.2
20060114,2006,12/4/06,High,1,Coleman,1,14,9102131003,140,37.1
20060115,2006,12/4/06,High,1,Coleman,1,15,9102124750,188,77.2
20060116,2006,12/4/06,High,1,Coleman,1,16,9102060013,158,55
20060117,2006,12/4/06,High,1,Coleman,1,17,9105280591,179,80.5
20060118,2006,12/4/06,High,1,Coleman,1,18,9105256468,162,55.7
20060119,2006,12/4/06,High,1,Coleman,1,19,9101869599,142,36.2
20060120,2006,12/4/06,High,1,Coleman,1,20,9102057617,179,74.4
20060101,2006,1/2/07,Low,1,Coleman,1,1,9105231033,162,54.8
20060102,2006,1/2/07,Low,1,Coleman,1,2,9105224866,,
20060103,2006,1/2/07,Low,1,Coleman,1,3,9105262790,140,34.4
20060104,2006,1/2/07,Low,1,Coleman,1,4,9105261043,125,24.2
20060105,2006,1/2/07,Low,1,Coleman,1,5,9101917143,152,37.7
20060106,2006,1/2/07,Low,1,Coleman,1,6,9105256617,149,40
20060107,2006,1/2/07,Low,1,Coleman,1,7,9101950913,147,37.3
20060108,2006,1/2/07,Low,1,Coleman,1,8,9102032550,192,84.9
20060109,2006,1/2/07,Low,1,Coleman,1,9,9101864831,182,78.6
20060110,2006,1/2/07,Low,1,Coleman,1,10,9101921345,190,87.1
20060111,2006,1/2/07,Low,1,Coleman,1,11,9102033086,,
20060112,2006,1/2/07,Low,1,Coleman,1,12,9102047854,,
20060113,2006,1/2/07,Low,1,Coleman,1,13,9105249269,158,49.6
20060114,2006,1/2/07,Low,1,Coleman,1,14,9102131003,166,59.3
20060115,2006,1/2/07,Low,1,Coleman,1,15,9102124750,207,106.2
20060116,2006,1/2/07,Low,1,Coleman,1,16,9102060013,,
20060117,2006,1/2/07,Low,1,Coleman,1,17,9105280591,200,103.9
20060118,2006,1/2/07,Low,1,Coleman,1,18,9105256468,186,80.7
20060119,2006,1/2/07,Low,1,Coleman,1,19,9101869599,,
20060120,2006,1/2/07,Low,1,Coleman,1,20,9102057617,200,100.6
20060101,2006,1/30/07,Low,1,Coleman,1,1,9105231033,184,80.3
20060102,2006,1/30/07,Low,1,Coleman,1,2,9105224866,,
20060103,2006,1/30/07,Low,1,Coleman,1,3,9105262790,162,52.2
20060104,2006,1/30/07,Low,1,Coleman,1,4,9105261043,92,36.2
20060105,2006,1/30/07,Low,1,Coleman,1,5,9101917143,168,50.4
20060106,2006,1/30/07,Low,1,Coleman,1,6,9105256617,168,58.7
20060107,2006,1/30/07,Low,1,Coleman,1,7,9101950913,170,56.8
20060108,2006,1/30/07,Low,1,Coleman,1,8,9102032550,221,111.8
20060109,2006,1/30/07,Low,1,Coleman,1,9,9101864831,196,99.4
20060110,2006,1/30/07,Low,1,Coleman,1,10,9101921345,211,114.7
20060111,2006,1/30/07,Low,1,Coleman,1,11,9102033086,,
20060112,2006,1/30/07,Low,1,Coleman,1,12,9102047854,,
20060113,2006,1/30/07,Low,1,Coleman,1,13,9105249269,179,69.7
20060114,2006,1/30/07,Low,1,Coleman,1,14,9102131003,192,90.6
20060115,2006,1/30/07,Low,1,Coleman,1,15,9102124750,230,143.8
20060116,2006,1/30/07,Low,1,Coleman,1,16,9102060013,,
20060117,2006,1/30/07,Low,1,Coleman,1,17,9105280591,220,136.7
20060118,2006,1/30/07,Low,1,Coleman,1,18,9105256468,211,118.2
20060119,2006,1/30/07,Low,1,Coleman,1,19,9101869599,,
20060120,2006,1/30/07,Low,1,Coleman,1,20,9102057617,227,143.9
20060101,2006,2/27/07,Low,1,Coleman,1,1,9105231033,206,106.1
20060102,2006,2/27/07,Low,1,Coleman,1,2,9105224866,,
20060103,2006,2/27/07,Low,1,Coleman,1,3,9105262790,173,61.1
20060104,2006,2/27/07,Low,1,Coleman,1,4,9105261043,161,53.2
20060105,2006,2/27/07,Low,1,Coleman,1,5,9101917143,182,63.3
20060106,2006,2/27/07,Low,1,Coleman,1,6,9105256617,186,77.9
20060107,2006,2/27/07,Low,1,Coleman,1,7,9101950913,192,78.2
20060108,2006,2/27/07,Low,1,Coleman,1,8,9102032550,230,147.6
20060109,2006,2/27/07,Low,1,Coleman,1,9,9101864831,217,127.6
20060110,2006,2/27/07,Low,1,Coleman,1,10,9101921345,230,149.1
20060111,2006,2/27/07,Low,1,Coleman,1,11,9102033086,,
20060112,2006,2/27/07,Low,1,Coleman,1,12,9102047854,,
20060113,2006,2/27/07,Low,1,Coleman,1,13,9105249269,197,92.4
20060114,2006,2/27/07,Low,1,Coleman,1,14,9102131003,213,126.9
20060115,2006,2/27/07,Low,1,Coleman,1,15,9102124750,251,186.2
20060116,2006,2/27/07,Low,1,Coleman,1,16,9102060013,,
20060117,2006,2/27/07,Low,1,Coleman,1,17,9105280591,235,166.1
20060118,2006,2/27/07,Low,1,Coleman,1,18,9105256468,235,162.4
20060119,2006,2/27/07,Low,1,Coleman,1,19,9101869599,,
20060120,2006,2/27/07,Low,1,Coleman,1,20,9102057617,243,191.5
20060101,2006,3/16/07,Low,1,Coleman,1,1,9105231033,215,126.7
20060102,2006,3/16/07,Low,1,Coleman,1,2,9105224866,,
20060103,2006,3/16/07,Low,1,Coleman,1,3,9105262790,183,73.2
20060104,2006,3/16/07,Low,1,Coleman,1,4,9105261043,168,63.5
20060105,2006,3/16/07,Low,1,Coleman,1,5,9101917143,188,68.6
20060106,2006,3/16/07,Low,1,Coleman,1,6,9105256617,201,97.7
20060107,2006,3/16/07,Low,1,Coleman,1,7,9101950913,204,98.6
20060108,2006,3/16/07,Low,1,Coleman,1,8,9102032550,240,176.3
20060109,2006,3/16/07,Low,1,Coleman,1,9,9101864831,228,151.3
20060110,2006,3/16/07,Low,1,Coleman,1,10,9101921345,242,175.2
20060111,2006,3/16/07,Low,1,Coleman,1,11,9102033086,,
20060112,2006,3/16/07,Low,1,Coleman,1,12,9102047854,,
20060113,2006,3/16/07,Low,1,Coleman,1,13,9105249269,212,120.2
20060114,2006,3/16/07,Low,1,Coleman,1,14,9102131003,227,154
20060115,2006,3/16/07,Low,1,Coleman,1,15,9102124750,263,223.4
20060116,2006,3/16/07,Low,1,Coleman,1,16,9102060013,,
20060117,2006,3/16/07,Low,1,Coleman,1,17,9105280591,243,182.3
20060118,2006,3/16/07,Low,1,Coleman,1,18,9105256468,242,183.2
20060119,2006,3/16/07,Low,1,Coleman,1,19,9101869599,,
20060120,2006,3/16/07,Low,1,Coleman,1,20,9102057617,258,231.4
20060201,2006,6/16/06,High,2,Scott,3,1,,,
20060202,2006,6/16/06,High,2,Scott,3,2,9105256657,45,1
20060203,2006,6/16/06,High,2,Scott,3,3,9105233238,35,0.5
20060204,2006,6/16/06,High,2,Scott,3,4,9101956081,47,1.4
20060205,2006,6/16/06,High,2,Scott,3,5,9105287189,33,0.4
20060206,2006,6/16/06,High,2,Scott,3,6,9105275856,34,0.5
20060207,2006,6/16/06,High,2,Scott,3,7,,29,0.3
20060208,2006,6/16/06,High,2,Scott,3,8,9105235500,44,1.3
20060209,2006,6/16/06,High,2,Scott,3,9,9105244196,37,0.6
20060210,2006,6/16/06,High,2,Scott,3,10,,,
20060211,2006,6/16/06,High,2,Scott,3,11,9105283621,44,1
20060212,2006,6/16/06,High,2,Scott,3,12,9105281270,47,1.4
20060213,2006,6/16/06,High,2,Scott,3,13,,32,0.4
20060214,2006,6/16/06,High,2,Scott,3,14,9105225155,42,0.9
20060215,2006,6/16/06,High,2,Scott,3,15,9105239963,37,0.8
20060216,2006,6/16/06,High,2,Scott,3,16,,39,0.6
20060217,2006,6/16/06,High,2,Scott,3,17,9105224723,49,1.3
20060218,2006,6/16/06,High,2,Scott,3,18,,,
20060219,2006,6/16/06,High,2,Scott,3,19,,,
20060220,2006,6/16/06,High,2,Scott,3,20,,,
20060201,2006,7/17/06,High,2,Scott,3,1,,,
20060202,2006,7/17/06,High,2,Scott,3,2,9105256657,52,1.8
20060203,2006,7/17/06,High,2,Scott,3,3,9105233238,40,0.8
20060204,2006,7/17/06,High,2,Scott,3,4,9101956081,61,2.6
20060205,2006,7/17/06,High,2,Scott,3,5,9105287189,39,0.9
20060206,2006,7/17/06,High,2,Scott,3,6,9105275856,41,0.9
20060207,2006,7/17/06,High,2,Scott,3,7,,30,0.5
20060208,2006,7/17/06,High,2,Scott,3,8,9105235500,51,1.9
20060209,2006,7/17/06,High,2,Scott,3,9,9105244196,43,1.1
20060210,2006,7/17/06,High,2,Scott,3,10,,,
20060211,2006,7/17/06,High,2,Scott,3,11,9105283621,48,1.4
20060212,2006,7/17/06,High,2,Scott,3,12,9105281270,55,2.1
20060213,2006,7/17/06,High,2,Scott,3,13,,36,0.6
20060214,2006,7/17/06,High,2,Scott,3,14,9105225155,49,1.6
20060215,2006,7/17/06,High,2,Scott,3,15,9105239963,43,1.1
20060216,2006,7/17/06,High,2,Scott,3,16,,40,0.8
20060217,2006,7/17/06,High,2,Scott,3,17,9105224723,57,2
20060218,2006,7/17/06,High,2,Scott,3,18,,,
20060219,2006,7/17/06,High,2,Scott,3,19,,,
20060220,2006,7/17/06,High,2,Scott,3,20,,,
20060201,2006,8/16/06,Low,2,Scott,3,1,,,
20060202,2006,8/16/06,Low,2,Scott,3,2,9105256657,60,2.5
20060203,2006,8/16/06,Low,2,Scott,3,3,9105233238,45,1
20060204,2006,8/16/06,Low,2,Scott,3,4,9101956081,76,4.5
20060205,2006,8/16/06,Low,2,Scott,3,5,9105287189,45,1.2
20060206,2006,8/16/06,Low,2,Scott,3,6,9105275856,50,1.7
20060207,2006,8/16/06,Low,2,Scott,3,7,,,
20060208,2006,8/16/06,Low,2,Scott,3,8,9105235500,58,2.3
20060209,2006,8/16/06,Low,2,Scott,3,9,9105244196,45,1.1
20060210,2006,8/16/06,Low,2,Scott,3,10,,,
20060211,2006,8/16/06,Low,2,Scott,3,11,9105283621,51,1.5
20060212,2006,8/16/06,Low,2,Scott,3,12,9105281270,63,2.9
20060213,2006,8/16/06,Low,2,Scott,3,13,,37,0.5
20060214,2006,8/16/06,Low,2,Scott,3,14,9105225155,54,1.8
20060215,2006,8/16/06,Low,2,Scott,3,15,9105239963,47,1.3
20060216,2006,8/16/06,Low,2,Scott,3,16,,42,0.7
20060217,2006,8/16/06,Low,2,Scott,3,17,9105224723,60,2.5
20060218,2006,8/16/06,Low,2,Scott,3,18,,,
20060219,2006,8/16/06,Low,2,Scott,3,19,,,
20060220,2006,8/16/06,Low,2,Scott,3,20,,,
20060201,2006,9/12/06,Low,2,Scott,3,1,,,
20060202,2006,9/12/06,Low,2,Scott,3,2,9105256657,72,4.4
20060203,2006,9/12/06,Low,2,Scott,3,3,9105233238,50,1.4
20060204,2006,9/12/06,Low,2,Scott,3,4,9101956081,83,6.9
20060205,2006,9/12/06,Low,2,Scott,3,5,9105287189,51,1.6
20060206,2006,9/12/06,Low,2,Scott,3,6,9105275856,59,2.6
20060207,2006,9/12/06,Low,2,Scott,3,7,,,
20060208,2006,9/12/06,Low,2,Scott,3,8,9105235500,60,2.8
20060209,2006,9/12/06,Low,2,Scott,3,9,9105244196,49,1.3
20060210,2006,9/12/06,Low,2,Scott,3,10,,,
20060211,2006,9/12/06,Low,2,Scott,3,11,9105283621,54,1.8
20060212,2006,9/12/06,Low,2,Scott,3,12,9105281270,69,3.6
20060213,2006,9/12/06,Low,2,Scott,3,13,,,
20060214,2006,9/12/06,Low,2,Scott,3,14,9105225155,60,2.8
20060215,2006,9/12/06,Low,2,Scott,3,15,9105239963,52,1.6
20060216,2006,9/12/06,Low,2,Scott,3,16,,42,0.8
20060217,2006,9/12/06,Low,2,Scott,3,17,9105224723,65,3.1
20060218,2006,9/12/06,Low,2,Scott,3,18,,,
20060219,2006,9/12/06,Low,2,Scott,3,19,,,
20060220,2006,9/12/06,Low,2,Scott,3,20,,,
20060201,2006,10/9/06,Low,2,Scott,3,1,,,
20060202,2006,10/9/06,Low,2,Scott,3,2,9105256657,79,6.8
20060203,2006,10/9/06,Low,2,Scott,3,3,9105233238,56,2.2
20060204,2006,10/9/06,Low,2,Scott,3,4,9101956081,95,9.9
20060205,2006,10/9/06,Low,2,Scott,3,5,9105287189,55,2.5
20060206,2006,10/9/06,Low,2,Scott,3,6,9105275856,65,3.5
20060207,2006,10/9/06,Low,2,Scott,3,7,,,
20060208,2006,10/9/06,Low,2,Scott,3,8,9105235500,70,4.3
20060209,2006,10/9/06,Low,2,Scott,3,9,9105244196,53,1.9
20060210,2006,10/9/06,Low,2,Scott,3,10,,,
20060211,2006,10/9/06,Low,2,Scott,3,11,9105283621,56,2.5
20060212,2006,10/9/06,Low,2,Scott,3,12,9105281270,73,4.8
20060213,2006,10/9/06,Low,2,Scott,3,13,,,
20060214,2006,10/9/06,Low,2,Scott,3,14,9105225155,68,4.1
20060215,2006,10/9/06,Low,2,Scott,3,15,9105239963,56,2.3
20060216,2006,10/9/06,Low,2,Scott,3,16,,42,0.9
20060217,2006,10/9/06,Low,2,Scott,3,17,9105224723,70,4.2
20060218,2006,10/9/06,Low,2,Scott,3,18,,,
20060219,2006,10/9/06,Low,2,Scott,3,19,,,
20060220,2006,10/9/06,Low,2,Scott,3,20,,,
20060201,2006,11/6/06,Low,2,Scott,3,1,,,
20060202,2006,11/6/06,Low,2,Scott,3,2,9105256657,92,9.4
20060203,2006,11/6/06,Low,2,Scott,3,3,9105233238,66,3.4
20060204,2006,11/6/06,Low,2,Scott,3,4,9101956081,113,15.6
20060205,2006,11/6/06,Low,2,Scott,3,5,9105287189,66,3.6
20060206,2006,11/6/06,Low,2,Scott,3,6,9105275856,71,4.5
20060207,2006,11/6/06,Low,2,Scott,3,7,,,
20060208,2006,11/6/06,Low,2,Scott,3,8,9105235500,82,6.7
20060209,2006,11/6/06,Low,2,Scott,3,9,9105244196,59,2.4
20060210,2006,11/6/06,Low,2,Scott,3,10,,,
20060211,2006,11/6/06,Low,2,Scott,3,11,9105283621,64,3.2
20060212,2006,11/6/06,Low,2,Scott,3,12,9105281270,,
20060213,2006,11/6/06,Low,2,Scott,3,13,,,
20060214,2006,11/6/06,Low,2,Scott,3,14,9105225155,81,6.8
20060215,2006,11/6/06,Low,2,Scott,3,15,9105239963,63,2.9
20060216,2006,11/6/06,Low,2,Scott,3,16,,,
20060217,2006,11/6/06,Low,2,Scott,3,17,9105224723,78,5.6
20060218,2006,11/6/06,Low,2,Scott,3,18,,,
20060219,2006,11/6/06,Low,2,Scott,3,19,,,
20060220,2006,11/6/06,Low,2,Scott,3,20,,,
20060201,2006,12/4/06,Low,2,Scott,3,1,,,
20060202,2006,12/4/06,Low,2,Scott,3,2,9105256657,104,14
20060203,2006,12/4/06,Low,2,Scott,3,3,9105233238,77,5.8
20060204,2006,12/4/06,Low,2,Scott,3,4,9101956081,128,26.1
20060205,2006,12/4/06,Low,2,Scott,3,5,9105287189,70,4.7
20060206,2006,12/4/06,Low,2,Scott,3,6,9105275856,79,6
20060207,2006,12/4/06,Low,2,Scott,3,7,,,
20060208,2006,12/4/06,Low,2,Scott,3,8,9105235500,94,10.6
20060209,2006,12/4/06,Low,2,Scott,3,9,9105244196,66,3.7
